id	loan_doc_id	from_ac_id	to_ac_id	amount	txn_type	txn_id	txn_mode	txn_exec_by	txn_date	remarks	created_by	updated_by	created_at	updated_at
48734	UEZM-185570-96806	NULL	1688	2038000.00	payment	89376581	wallet_portal	1173	2020-12-29 00:00:00	NULL	13	NULL	2020-12-30 12:33:08	NULL
48890	CCA-302911-96795	NULL	1783	1022000.00	payment	jHApRTdF	wallet_portal	2204	2020-12-30 00:00:00	NULL	26	NULL	2020-12-30 16:40:32	NULL
48896	CCA-336272-29164	NULL	1783	1022000.00	payment	FrsT4UxH	wallet_portal	2204	2020-12-30 00:00:00	NULL	26	NULL	2020-12-30 16:49:33	NULL
49437	CCA-292063-37084	NULL	1783	512000.00	payment	EWTrFUzD	wallet_portal	2204	2021-01-02 00:00:00	NULL	26	NULL	2021-01-02 16:53:45	NULL
49650	UEZM-163298-20329	NULL	3	3055000.00	payment	89662781	wallet_portal	1173	2021-01-04 00:00:00	NULL	13	NULL	2021-01-04 16:03:48	NULL
49798	UEZM-100405-41392	NULL	3	767000.00	payment	16992793	wallet_transfer	2023	2021-01-05 00:00:00	NULL	23	NULL	2021-01-05 11:40:17	NULL
49807	CCA-931932-75399	NULL	1783	3055000.00	payment	26syqu4wb2jAt6Mf	wallet_portal	1486	2021-01-05 00:00:00	26syqu4w/b2jAt6Mf	18	NULL	2021-01-05 11:47:59	NULL
49843	CCA-839513-33374	NULL	1783	1022000.00	payment	u4zMsTMn	wallet_portal	1486	2021-01-05 00:00:00	NULL	18	NULL	2021-01-05 12:38:45	NULL
49866	UEZM-184781-71681	NULL	3	2000000.00	payment	89704267	wallet_portal	2023	2021-01-05 00:00:00	NULL	23	NULL	2021-01-05 13:15:12	NULL
49893	UEZM-411278-76504	NULL	1688	1532000.00	payment	41450419	wallet_transfer	2023	2021-01-05 00:00:00	NULL	23	NULL	2021-01-05 13:40:42	NULL
49901	CCA-849237-38838	NULL	1783	1022000.00	payment	519h18C2	wallet_portal	1486	2021-01-05 00:00:00	NULL	18	NULL	2021-01-05 13:56:10	NULL
49918	CCA-890654-82879	NULL	1783	512000.00	payment	8gip6jrS	wallet_portal	1486	2021-01-05 00:00:00	NULL	18	NULL	2021-01-05 14:29:29	NULL
49920	UEZM-429483-77317	NULL	3	1532000.00	payment	89709343	wallet_portal	2023	2021-01-05 00:00:00	NULL	23	NULL	2021-01-05 14:32:45	NULL
49925	UEZM-856219-94042	NULL	3	512000.00	payment	89708556	wallet_portal	2023	2021-01-05 00:00:00	NULL	23	NULL	2021-01-05 14:41:12	NULL
50168	CCA-575676-23682	NULL	1783	767000.00	payment	jPZgU3Wk	wallet_portal	2204	2021-01-06 00:00:00	NULL	26	NULL	2021-01-06 12:27:33	NULL
50291	CCA-502993-37808	NULL	1783	512000.00	payment	LzrNdzHi	wallet_portal	1486	2021-01-06 00:00:00	NULL	18	NULL	2021-01-06 16:49:33	NULL
50363	UEZM-987479-57842	NULL	3	512000.00	payment	17594407	wallet_transfer	2023	2021-01-07 00:00:00	NULL	23	NULL	2021-01-07 10:05:14	NULL
50549	CCA-443011-78356	NULL	1783	1022000.00	payment	QR4hbcXB	wallet_portal	1486	2021-01-08 00:00:00	NULL	18	NULL	2021-01-08 08:57:55	NULL
50561	CCA-195605-91164	NULL	1783	1022000.00	payment	KTRzetWx	wallet_portal	1486	2021-01-07 00:00:00	NULL	18	NULL	2021-01-08 10:10:32	NULL
50562	CCA-195605-91164	NULL	1783	1022000.00	payment	KTRzetWx	wallet_portal	1486	2021-01-07 00:00:00	NULL	18	NULL	2021-01-08 10:10:32	NULL
50628	CCA-337222-97537	NULL	1783	512000.00	payment	8YdsSbET	wallet_portal	1486	2021-01-08 00:00:00	NULL	18	NULL	2021-01-08 14:12:06	NULL
50696	CCA-504282-73271	NULL	1783	512000.00	payment	RDVQMpTL	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 11:41:11	NULL
50710	CCA-588924-14016	NULL	1783	1022000.00	payment	mg3ZZB18	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 12:46:52	NULL
50719	CCA-448930-98363	NULL	1783	1022000.00	payment	vnsd2Xpz	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 13:13:06	NULL
50728	CCA-559147-69096	NULL	1783	512000.00	payment	vcxFmlPF	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 13:32:27	NULL
50741	CCA-650010-10301	NULL	1783	2038000.00	payment	Si7PlqD68uRwVjm9	wallet_portal	1486	2021-01-09 00:00:00	Si7PlqD6/ 8uRwVjm9	18	NULL	2021-01-09 14:29:12	NULL
50745	CCA-703772-17271	NULL	1783	512000.00	payment	KgQ7p96X	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 14:34:57	NULL
50751	CCA-805216-52843	NULL	1783	512000.00	payment	Lg3Pkl2D	wallet_portal	1486	2021-01-09 00:00:00	NULL	18	NULL	2021-01-09 14:53:55	NULL
50758	CCA-150486-75418	NULL	1783	2038000.00	payment	v5bQnrlUZIeGphB1	wallet_portal	1486	2021-01-09 00:00:00	v5bQnrlU/ ZIeGphB1	18	NULL	2021-01-09 15:49:20	NULL
50780	CCA-454067-28748	NULL	1783	1022000.00	payment	ubBwNIB9	wallet_portal	1486	2021-01-11 00:00:00	NULL	18	NULL	2021-01-11 08:39:18	NULL
